subscriber_id,email,signup_date,cohort_month,plan_tier,acquisition_channel,is_gift,status,churn_date,active_months,monthly_price,country
SUB-1164,brittanysmith@example.net,2023-02-22,2023-02,Classic,Meta,False,churned,2024-06-12,15,34.99,KE
SUB-1165,drakezachary@example.org,2023-02-21,2023-02,Premium,Organic,False,churned,2023-11-04,8,54.99,KE
SUB-1166,castillothomas@example.org,2023-02-27,2023-02,Classic,Meta,False,churned,2024-07-30,17,34.99,NG
SUB-1167,gregoryjackson@example.com,2023-02-17,2023-02,Starter,,True,churned,2023-09-13,6,19.99,KE
SUB-1168,kelleyjamie@example.net,2023-02-24,2023-02,Premium,Meta,True,churned,2023-04-29,2,54.99,KE
SUB-1169,moralesdustin@example.com,2023-02-24,2023-02,Classic,Google,True,churned,2024-03-23,12,34.99,NG
SUB-1170,nsmith@example.com,2023-02-06,2023-02,Premium,Organic,False,churned,2024-03-05,12,54.99,NG
SUB-1171,omartin@example.net,2023-02-22,2023-02,Classic,Referral,False,churned,2024-02-28,12,34.99,NG
SUB-1172,grodriguez@example.org,2023-02-11,2023-02,Starter,Organic,False,churned,2023-03-19,1,19.99,ZA
SUB-1173,ohoward@example.org,2023-02-19,2023-02,Starter,Google,False,churned,2023-10-22,8,19.99,NG
SUB-1174,cody74@example.org,2023-02-21,2023-02,Premium,Google,False,active,,23,54.99,NG
SUB-1175,richard46@example.net,2023-02-13,2023-02,Starter,Referral,False,churned,2023-07-04,4,19.99,ZA
SUB-1176,sethmccoy@example.com,2023-02-17,2023-02,Classic,Google,False,churned,2023-05-01,2,34.99,NG
SUB-1177,shannonsmith@example.org,2023-02-19,2023-02,Premium,Meta,False,active,,23,54.99,ZA
SUB-1178,tyler16@example.net,2023-02-05,2023-02,Classic,Referral,False,churned,2024-07-10,17,34.99,KE
SUB-1179,kaitlyn25@example.com,2023-02-22,2023-02,Premium,Referral,False,churned,2023-07-19,4,54.99,ZA
SUB-1180,margaretcruz@example.com,2023-02-21,2023-02,Classic,Meta,False,churned,2024-01-30,11,34.99,GH
SUB-1181,mbryant@example.com,2023-02-21,2023-02,Classic,Meta,False,active,,23,34.99,NG
SUB-1182,xburns@example.org,2023-02-19,2023-02,Classic,Google,False,active,,23,34.99,KE
SUB-1183,hilldaniel@example.org,2023-02-13,2023-02,Starter,Referral,False,churned,2023-12-04,9,19.99,UG
SUB-1184,fullerkevin@example.org,2023-02-18,2023-02,Starter,Referral,False,churned,2024-03-11,12,19.99,KE
SUB-1185,natalielopez@example.org,2023-02-26,2023-02,Starter,Meta,False,churned,2023-03-25,0,19.99,KE
SUB-1186,staceygutierrez@example.net,2023-02-01,2023-02,Classic,Google,False,churned,2023-03-25,1,34.99,NG
SUB-1187,vnelson@example.com,2023-02-17,2023-02,Classic,,True,active,,23,34.99,NG
SUB-1188,rhodesanna@example.com,2023-02-10,2023-02,Classic,Referral,False,churned,2024-03-06,12,34.99,NG
SUB-1189,nataliedavies@example.org,2023-02-03,2023-02,Classic,Meta,False,active,,23,34.99,KE
SUB-1190,erikchambers@example.org,2023-02-25,2023-02,Classic,Google,False,churned,2024-02-11,11,34.99,NG
SUB-1191,bonniecarter@example.com,2023-02-02,2023-02,Premium,Meta,False,active,,23,54.99,NG
SUB-1192,julie61@example.com,2023-02-16,2023-02,Classic,Meta,False,churned,2023-11-06,8,34.99,NG
SUB-1193,jennifer05@example.org,2023-02-09,2023-02,Premium,Organic,False,churned,2024-04-14,14,54.99,NG
SUB-1194,michael72@example.net,2023-02-06,2023-02,Starter,Meta,False,churned,2023-12-08,10,19.99,KE
SUB-1195,amanda84@example.org,2023-02-05,2023-02,Classic,Referral,True,churned,2023-07-29,5,34.99,UG
SUB-1196,reeveswalter@example.org,2023-02-16,2023-02,Starter,Google,False,active,,23,19.99,NG
SUB-1197,bruce88@example.net,2023-02-05,2023-02,Starter,Google,False,churned,2023-03-30,1,19.99,KE
SUB-1198,chambersconnie@example.org,2023-02-14,2023-02,Premium,Organic,False,churned,2024-11-04,20,54.99,KE
SUB-1199,wisetonya@example.net,2023-02-19,2023-02,Starter,Google,False,active,,23,19.99,NG
SUB-1200,sharon63@example.com,2023-02-06,2023-02,Classic,Organic,False,churned,2024-05-31,15,34.99,KE
SUB-1201,margaretlopez@example.org,2023-02-26,2023-02,Starter,Google,False,churned,2023-12-05,9,19.99,KE
SUB-1202,liucynthia@example.org,2023-02-24,2023-02,Classic,Google,False,churned,2024-01-30,11,34.99,KE
SUB-1203,vaughanwilliam@example.org,2023-02-26,2023-02,Starter,Referral,False,active,,23,19.99,KE
SUB-1204,davisthomas@example.com,2023-02-11,2023-02,Classic,Organic,True,active,,23,34.99,NG
SUB-1205,matthewcole@example.com,2023-02-19,2023-02,Classic,Google,False,churned,2023-09-14,6,34.99,KE
SUB-1206,brendastewart@example.net,2023-02-25,2023-02,Classic,Organic,False,churned,2023-07-02,4,34.99,KE
SUB-1207,hughesjeanne@example.com,2023-02-09,2023-02,Premium,Meta,False,active,,23,54.99,GH
SUB-1208,aaron26@example.com,2023-02-26,2023-02,Classic,Organic,False,churned,2023-04-30,2,34.99,ZA
SUB-1209,schultzross@example.org,2023-02-15,2023-02,Classic,Google,False,active,,23,34.99,KE
SUB-1210,melissa76@example.org,2023-02-03,2023-02,Classic,Google,True,active,,23,34.99,ZA
SUB-1211,carol58@example.com,2023-02-04,2023-02,Classic,Referral,False,churned,2023-11-26,9,34.99,GH
SUB-1212,jordancarpenter@example.org,2023-02-09,2023-02,Classic,Organic,False,churned,2024-07-26,17,34.99,KE
SUB-1213,tdeleon@example.com,2023-02-16,2023-02,Classic,Meta,False,churned,2023-03-30,1,34.99,ZA
SUB-1214,qsullivan@example.com,2023-02-18,2023-02,Classic,Meta,False,active,,23,34.99,UG
SUB-1215,rebeccalong@example.net,2023-02-10,2023-02,Starter,Referral,False,churned,2024-05-05,14,19.99,KE
SUB-1216,mackcharles@example.com,2023-02-13,2023-02,Premium,Meta,False,churned,2023-08-28,6,54.99,NG
SUB-1217,watsonrichard@example.com,2023-02-10,2023-02,Starter,Google,False,churned,2023-11-01,8,19.99,NG
SUB-1218,aperry@example.org,2023-02-09,2023-02,Classic,Meta,False,churned,2024-04-21,14,34.99,ZA
SUB-1219,castrosamantha@example.org,2023-02-18,2023-02,Starter,Meta,False,churned,2024-10-23,20,19.99,NG
SUB-1220,asloan@example.org,2023-02-17,2023-02,Classic,Organic,False,churned,2023-04-14,1,34.99,KE
SUB-1221,paulnewman@example.org,2023-02-27,2023-02,Starter,Referral,False,churned,2023-11-23,8,19.99,KE
SUB-1222,gomezangela@example.net,2023-02-02,2023-02,Starter,Meta,False,churned,2023-09-09,7,19.99,GH
SUB-1223,tdunlap@example.com,2023-02-12,2023-02,Classic,Google,False,churned,2023-08-15,6,34.99,KE
SUB-1224,dmitchell@example.net,2023-02-08,2023-02,Classic,Meta,False,active,,23,34.99,ZA
SUB-1225,wpeterson@example.org,2023-02-20,2023-02,Classic,Organic,False,churned,2023-09-22,7,34.99,NG
SUB-1226,johnsonbarbara@example.org,2023-02-10,2023-02,Premium,Meta,False,active,,23,54.99,ZA
SUB-1227,jonestheresa@example.org,2023-03-24,2023-03,Classic,Meta,False,churned,2024-06-10,14,34.99,KE
SUB-1228,matthewvillanueva@example.net,2023-03-02,2023-03,Classic,Meta,False,active,,22,34.99,KE
SUB-1229,smallguy@example.org,2023-03-22,2023-03,Starter,Google,False,churned,2023-04-13,0,19.99,KE
SUB-1230,teresasparks@example.net,2023-03-25,2023-03,Classic,Google,False,churned,2023-09-21,5,34.99,KE
SUB-1231,edominguez@example.com,2023-03-24,2023-03,Classic,Meta,True,churned,2023-08-16,4,34.99,NG
SUB-1232,rodneygonzalez@example.org,2023-03-07,2023-03,Classic,Organic,False,churned,2023-09-26,6,34.99,KE
SUB-1233,jacob20@example.net,2023-03-23,2023-03,Starter,Meta,False,churned,2023-04-13,0,19.99,NG
SUB-1234,francisrobyn@example.com,2023-03-12,2023-03,Classic,Referral,False,churned,2023-04-09,0,34.99,UG
SUB-1235,ashleeholder@example.com,2023-03-11,2023-03,Classic,Organic,False,churned,2023-09-28,6,34.99,ZA
SUB-1236,cpowell@example.org,2023-03-12,2023-03,Starter,Organic,False,churned,2023-11-30,8,19.99,KE
SUB-1237,rholder@example.com,2023-03-24,2023-03,Classic,Meta,False,active,,22,34.99,KE
SUB-1238,hramirez@example.org,2023-03-04,2023-03,Classic,Referral,False,churned,2023-05-15,2,34.99,KE
SUB-1239,deborah39@example.org,2023-03-21,2023-03,Classic,Referral,False,active,,22,34.99,KE
SUB-1240,jallen@example.org,2023-03-24,2023-03,Starter,Google,False,churned,2024-11-28,20,19.99,KE
SUB-1241,anne89@example.com,2023-03-13,2023-03,Premium,Google,False,churned,2023-03-26,0,54.99,KE
SUB-1242,samuel26@example.org,2023-03-10,2023-03,Starter,Google,False,churned,2023-11-27,8,19.99,UG
SUB-1243,davidgraves@example.org,2023-03-14,2023-03,Classic,Meta,False,churned,2023-03-29,0,34.99,KE
SUB-1244,brandy38@example.net,2023-03-23,2023-03,Classic,Meta,False,churned,2024-04-29,13,34.99,NG
SUB-1245,morenocharles@example.org,2023-03-06,2023-03,Starter,Organic,False,churned,2023-03-16,0,19.99,KE
SUB-1246,andre83@example.org,2023-03-05,2023-03,Classic,Meta,False,churned,2023-03-30,0,34.99,GH
SUB-1247,greg55@example.org,2023-03-16,2023-03,Classic,Meta,False,churned,2024-01-21,10,34.99,KE
SUB-1248,jonathanallen@example.com,2023-03-20,2023-03,Starter,Google,False,churned,2023-05-04,1,19.99,KE
